claim_id,dwellings,damaged_area_m2,land_rate_incl_gst,wall_face_m2,wall_rate_excl_gst,new_wall_face_m2,new_wall_rate_excl_gst,spoil_m3,liq_cost_excl_gst,site_multiplier,has_damaged_wall,has_new_wall,has_liquefaction,has_crossing,access,earthworks,constructability,lon,lat
ba1b31b6-aa1d-4fa7-b048-ed1bd0448ab2,1,244.1673,1958.740417,0.0,0.0,0.0,766.6375,0.0,1500.0,0.0,0,0,1,0,E,E,E,174.79948,-41.321076
ba1d348c-7a39-4aad-88c1-b534a2dcdb71,1,346.5635,1912.580861,0.0,0.0,0.0,766.6375,0.0,2500.0,0.0,0,0,1,0,E,E,E,174.799151,-41.31779
ba241a0d-0518-43ed-83ae-513b9c5dbde3,1,0.0,1053.379645,0.0,0.0,0.0,766.6375,0.0,0.0,0.1,0,0,0,0,M,E,M,174.788036,-41.314415
ba2a21e8-8176-4617-b0f3-86160b6acd94,1,0.0,1824.409594,0.0,0.0,0.0,766.6375,0.0,200.0,0.0,0,0,1,0,E,E,E,174.801729,-41.320181
ba36935f-3783-488b-8e1c-bb4e21b140f7,1,359.8325,1589.348158,0.0,0.0,0.0,766.6375,0.0,4000.0,0.0,0,0,1,0,E,E,E,174.792782,-41.31309
ba42b05f-2d8f-48ca-813d-50b35fae5036,1,0.0,1845.985288,0.0,0.0,0.0,766.6375,0.0,200.0,0.05,0,0,1,0,M,E,E,174.795738,-41.32236
ba5db173-9bc3-4b7e-a987-ec177f6d1401,1,409.5947,1883.855889,0.0,0.0,0.0,766.6375,0.0,500.0,0.05,0,0,1,0,M,E,E,174.798562,-41.322707
ba63d696-42df-4a6e-a067-ec9d78eb1124,1,348.4956,1830.814705,0.0,0.0,0.0,766.6375,0.0,500.0,0.0,0,0,1,0,E,E,E,174.795103,-41.324361
ba70386b-5cf6-47b3-bfaa-062ef88e6c8c,1,0.0,1101.900341,0.0,0.0,0.0,766.6375,0.0,0.0,0.0,0,0,0,0,E,E,E,174.805211,-41.32036
baaa4b97-a9d0-4e49-9a72-ee2380ff36e2,1,0.0,1023.546953,19.741903,643.19,0.0,766.6375,0.0,0.0,0.0,1,0,0,0,E,E,E,174.791776,-41.315616
baaacf03-d707-4aec-8372-016e0d995ffd,1,344.2558,1732.973337,0.0,0.0,0.0,766.6375,0.0,4000.0,0.05,0,0,1,0,M,E,E,174.786845,-41.312242
baadf5e6-79bc-4428-b9a2-d45a3554e470,1,0.0,1302.061869,18.584737,744.69,0.0,766.6375,0.0,0.0,0.1,1,0,0,0,M,E,M,174.791146,-41.312681
bac28ce7-c6f8-4515-9883-431e5282f840,2,0.0,1806.920678,0.0,0.0,0.0,766.6375,0.0,200.0,0.0,0,0,1,0,E,E,E,174.781283,-41.313708
badbfba6-bee4-42e0-8b3c-7eca2eb445d7,1,250.0217,1886.186237,0.0,0.0,0.0,766.6375,0.0,500.0,0.0,0,0,1,0,E,E,E,174.776284,-41.314227
