id,river_section_id,wtype,feat_type,name,name_ascii,macronated,length_m
46542,6818507,other,river_cl,Waiwhetū Stream,Waiwhetu Stream,Y,7004.8
46539,7640659,other,river_cl,,,N,3666.9
46536,6818490,other,river_cl,McKerrow Stream,McKerrow Stream,N,3617.1
46540,7640661,other,river_cl,Porirua Stream,Porirua Stream,N,3319.1
86462,6818513,other,river_cl,Mawaihakona Stream,Mawaihakona Stream,N,3307.9
86411,7640741,other,river_cl,,,N,3283.5
46546,6818512,other,river_cl,,,N,3280.6
46538,7640660,other,river_cl,,,N,3198.2
86416,6858296,other,river_cl,Porirua Stream,Porirua Stream,N,3055.1
86284,7640718,other,river_cl,,,N,2943.6
46545,6818510,other,river_cl,Duck Creek,Duck Creek,N,2924.3
46531,6818487,other,river_cl,,,N,2848.9
46548,6818511,other,river_cl,Taupō Stream,Taupo Stream,Y,2838.0
86400,7640729,other,river_cl,,,N,2729.3
46541,6818506,other,river_cl,,,N,2728.3
86494,6858412,other,river_cl,,,N,2727.3
86477,6858325,other,river_cl,,,N,2714.3
86303,7640721,other,river_cl,North Mākara Stream,North Makara Stream,Y,2680.0
86469,6858371,other,river_cl,Cooleys Stream,Cooleys Stream,N,2663.0
46535,6818489,other,river_cl,Butterfly Creek,Butterfly Creek,N,2647.3
46530,7640658,other,river_cl,Kaiwharawhara Stream,Kaiwharawhara Stream,N,2583.5
430598,6999658,other,river_cl,,,N,2571.7
86463,6858364,other,river_cl,,,N,2531.3
86414,6858294,other,river_cl,Mitchell Stream,Mitchell Stream,N,2526.8
86306,7640723,other,river_cl,Ohariu Stream,Ohariu Stream,N,2500.8
86489,6858341,other,river_cl,,,N,2438.2
86317,6858107,other,river_cl,,,N,2437.3
46543,6818508,other,river_cl,,,N,2394.2
89387,6860735,other,river_cl,,,N,2365.7
86405,7640735,other,river_cl,,,N,2356.2
86418,6858298,other,river_cl,Takapuwahia Stream,Takapuwahia Stream,N,2342.3
86468,6858370,other,river_cl,Black Stream,Black Stream,N,2340.4
87001,6858432,other,river_cl,,,N,2308.1
86282,7640699,other,river_cl,,,N,2251.8
86402,7640732,other,river_cl,,,N,2232.2
86321,6858097,other,river_cl,Paiaka Stream,Paiaka Stream,N,2206.6
46547,6818514,other,river_cl,,,N,2164.1
429336,7640714,other,river_cl,,,N,2141.1
86302,7640720,other,river_cl,Kaiwharawhara Stream,Kaiwharawhara Stream,N,2129.9
46544,6818509,other,river_cl,,,N,2129.8
432860,6858442,other,river_cl,Phillips Stream,Phillips Stream,N,2128.0
86318,6858106,other,river_cl,,,N,2117.6
87000,6858433,other,river_cl,,,N,2112.2
86322,6858110,other,river_cl,Ōkākaho Stream,Okakaho Stream,Y,2082.6
86311,6858101,other,river_cl,Barneys Stream,Barneys Stream,N,2066.9
86367,6858150,other,river_cl,Wainuiomata Stream,Wainuiomata Stream,N,2066.0
86291,7640708,other,river_cl,Silver Stream,Silver Stream,N,2060.6
86366,6858146,other,river_cl,,,N,2049.9
3151,6771323,other,drain_cl,,,N,2040.9
86296,7640713,other,river_cl,,,N,2034.0
430134,8171082,other,river_cl,Kenepuru Stream,Kenepuru Stream,N,2024.0
86492,6858409,other,river_cl,,,N,2014.4
86420,6858321,other,river_cl,,,N,1991.5
86476,6999669,other,river_cl,Horokiri Stream,Horokiri Stream,N,1972.3
86287,7640703,other,river_cl,,,N,1969.4
429403,7640728,other,river_cl,,,N,1955.9
86417,6999460,other,river_cl,Kenepuru Stream,Kenepuru Stream,N,1953.7
86443,6858317,other,river_cl,,,N,1947.3
86406,7640736,other,river_cl,,,N,1929.3
86380,6858236,other,river_cl,Telephone Creek,Telephone Creek,N,1925.5
86333,6858124,other,river_cl,Nettle Stream,Nettle Stream,N,1923.5
86314,6858105,other,river_cl,Red Rock Stream,Red Rock Stream,N,1921.9
86509,6858429,other,river_cl,,,N,1912.0
86448,6858344,other,river_cl,,,N,1901.9
86407,7640737,other,river_cl,Porirua Stream,Porirua Stream,N,1897.4
430568,6858333,other,river_cl,,,N,1893.2
86483,6858334,other,river_cl,,,N,1882.0
86493,6858411,other,river_cl,,,N,1878.6
429660,6998711,other,river_cl,,,N,1857.1
429217,7640849,other,river_cl,Waipapa Stream,Waipapa Stream,N,1855.3
86424,6999474,other,river_cl,,,N,1845.8
429213,7640700,other,river_cl,,,N,1839.1
429402,7640727,other,river_cl,,,N,1834.1
86315,7705076,other,river_cl,Kotumu Stream,Kotumu Stream,N,1813.7
86373,6858229,other,river_cl,,,N,1803.6
86299,7640715,other,river_cl,,,N,1803.3
86505,6858425,other,river_cl,,,N,1800.4
46532,6858112,other,river_cl,,,N,1794.7
86457,6858359,other,river_cl,,,N,1784.8
87002,6858434,other,river_cl,,,N,1780.3
86294,7640709,other,river_cl,,,N,1775.5
429745,6998796,other,river_cl,,,N,1766.8
430734,7000229,other,river_cl,,,N,1760.7
86308,7640726,other,river_cl,,,N,1750.2
86280,7640701,other,river_cl,,,N,1742.2
86298,7640712,other,river_cl,North Mākara Stream,North Makara Stream,Y,1728.1
86304,7640722,other,river_cl,,,N,1726.6
86458,6858360,other,river_cl,Huia Stream,Huia Stream,N,1724.0
86313,6858104,other,river_cl,,,N,1721.6
86446,6999614,other,river_cl,,,N,1721.2
86498,7000204,other,river_cl,,,N,1718.6
86285,7640984,other,river_cl,,,N,1692.7
430681,7000174,other,river_cl,,,N,1692.3
429512,6998601,other,river_cl,Graces Stream,Graces Stream,N,1687.9
86415,6858295,other,river_cl,Takapu Stream,Takapu Stream,N,1687.4
86473,6858376,other,river_cl,,,N,1677.3
86316,7705077,other,river_cl,,,N,1671.2
430169,6858303,other,river_cl,,,N,1669.1
86312,6858102,other,river_cl,Plumbago Stream,Plumbago Stream,N,1663.8
86438,6858313,other,river_cl,,,N,1658.0
429216,7640847,other,river_cl,,,N,1656.3
86323,6858111,other,river_cl,Paiaka Stream,Paiaka Stream,N,1654.4
86327,6858118,other,river_cl,,,N,1651.6
87014,6858449,other,river_cl,,,N,1646.0
86472,6858375,other,river_cl,Mahers Stream,Mahers Stream,N,1645.3
86293,7640909,other,river_cl,Mākara Stream,Makara Stream,Y,1642.0
430131,6858299,other,river_cl,,,N,1639.0
429268,7640883,other,river_cl,,,N,1627.0
86343,6998644,other,river_cl,,,N,1625.0
429698,6998754,other,river_cl,Tūrere Stream,Turere Stream,Y,1624.4
86484,6858335,other,river_cl,,,N,1623.7
86305,7640724,other,river_cl,,,N,1621.3
429471,6858114,other,river_cl,Catchpool Stream,Catchpool Stream,N,1610.9
430040,7640731,other,river_cl,,,N,1603.9
430058,7641071,other,river_cl,Mill Creek,Mill Creek,N,1603.6
86371,6858154,other,river_cl,,,N,1600.5
430375,6999912,other,river_cl,Huia Stream,Huia Stream,N,1597.9
86444,6999608,other,river_cl,,,N,1597.2
86368,6858149,other,river_cl,,,N,1596.0
430620,6999789,other,river_cl,,,N,1594.7
86295,7640710,other,river_cl,,,N,1592.9
86363,6858145,other,river_cl,Gollans Stream,Gollans Stream,N,1590.5
432792,7000372,other,river_cl,Kaitoke Stream,Kaitoke Stream,N,1585.3
430053,7641064,other,river_cl,Mill Creek,Mill Creek,N,1582.4
432650,6858394,other,river_cl,,,N,1578.5
432862,6858443,other,river_cl,Phillips Stream,Phillips Stream,N,1577.6
429282,7640893,other,river_cl,Karori Stream,Karori Stream,N,1568.5
86430,6999491,other,river_cl,,,N,1566.8
430118,6999451,other,river_cl,,,N,1563.9
86502,6858422,other,river_cl,,,N,1562.1
86307,7640725,other,river_cl,,,N,1562.0
86331,6858121,other,river_cl,,,N,1560.0
430133,6999466,other,river_cl,,,N,1554.6
430064,7641066,other,river_cl,,,N,1551.7
432627,6858387,other,river_cl,,,N,1551.6
86403,7640733,other,river_cl,,,N,1549.6
429639,6858140,other,river_cl,,,N,1548.2
86501,6858421,other,river_cl,,,N,1547.6
430177,6999510,other,river_cl,,,N,1543.8
430354,6858353,other,river_cl,,,N,1543.5
429759,6998808,other,river_cl,Wainuiomata Stream,Wainuiomata Stream,N,1537.2
429355,7640968,other,river_cl,,,N,1537.1
86510,6858430,other,river_cl,,,N,1534.4
86447,6858318,other,river_cl,,,N,1532.0
430814,7000304,other,river_cl,,,N,1530.5
86482,6999725,other,river_cl,,,N,1524.2
429396,7641025,other,river_cl,,,N,1524.0
430690,7000183,other,river_cl,,,N,1519.8
86423,6858285,other,river_cl,,,N,1518.9
86369,6858152,other,river_cl,,,N,1518.4
430671,6999730,other,river_cl,,,N,1515.0
429368,7640992,other,river_cl,,,N,1512.8
430744,7000239,other,river_cl,,,N,1511.7
430672,6858410,other,river_cl,,,N,1511.1
86376,6858234,other,river_cl,,,N,1510.3
429313,7640926,other,river_cl,,,N,1503.6
86330,6998596,other,river_cl,,,N,1503.0
430542,8171089,other,river_cl,,,N,1500.2
86486,6858338,other,river_cl,,,N,1500.1
429429,6858103,other,river_cl,,,N,1496.8
86500,6858420,other,river_cl,,,N,1496.3
432861,6858444,other,river_cl,Farm Creek,Farm Creek,N,1492.9
86432,6858297,other,river_cl,Cannons Creek,Cannons Creek,N,1489.6
429439,6998511,other,river_cl,,,N,1486.5
86382,6999111,other,river_cl,,,N,1484.5
86384,6858240,other,river_cl,,,N,1484.4
429247,7640705,other,river_cl,,,N,1475.8
429281,7640897,other,river_cl,,,N,1474.5
86439,6858314,other,river_cl,,,N,1473.4
430817,7000308,other,river_cl,,,N,1473.3
430319,6858347,other,river_cl,,,N,1471.1
430367,6999904,other,river_cl,,,N,1470.0
86480,6858330,other,river_cl,,,N,1469.3
86955,7000109,other,river_cl,,,N,1462.3
429724,6998774,other,river_cl,Nīkau Creek,Nikau Creek,Y,1455.0
429398,7641026,other,river_cl,,,N,1452.2
86310,6858099,other,river_cl,,,N,1449.3
86309,6858100,other,river_cl,,,N,1449.1
86336,6858129,other,river_cl,,,N,1443.0
430096,7640739,other,river_cl,,,N,1441.5
429777,6858151,other,river_cl,,,N,1439.7
86441,6999582,other,river_cl,Pāuatahanui Stream,Pauatahanui Stream,Y,1439.1
86393,6858250,other,river_cl,,,N,1438.8
86375,6858231,other,river_cl,,,N,1437.1
87015,7000515,other,river_cl,,,N,1436.8
86364,6858147,other,river_cl,,,N,1430.8
430243,6858315,other,river_cl,,,N,1429.9
430614,6999783,other,river_cl,,,N,1428.6
87004,6858435,other,river_cl,,,N,1426.9
429377,7641009,other,river_cl,,,N,1426.2
430242,6999578,other,river_cl,,,N,1424.3
86475,6858324,other,river_cl,,,N,1422.2
429300,7640910,other,river_cl,,,N,1422.0
430069,7641085,other,river_cl,,,N,1420.6
86456,6858358,other,river_cl,,,N,1420.1
430020,7641037,other,river_cl,,,N,1419.4
429325,7640933,other,river_cl,,,N,1418.8
87005,6858436,other,river_cl,,,N,1414.9
86497,6858416,other,river_cl,,,N,1414.1
429677,6998729,other,river_cl,,,N,1414.1
86286,7640719,other,river_cl,,,N,1413.7
430341,6999884,other,river_cl,,,N,1412.9
429727,6998777,other,river_cl,Wainuiomata Stream,Wainuiomata Stream,N,1411.7
429393,7641017,other,river_cl,Ohariu Stream,Ohariu Stream,N,1407.2
86460,6858363,other,river_cl,,,N,1407.0
3153,6771325,other,drain_cl,,,N,1404.8
430216,6999547,other,river_cl,Duck Creek,Duck Creek,N,1403.8
430549,6858331,other,river_cl,,,N,1403.8
430825,7000316,other,river_cl,,,N,1397.8
86281,7640848,other,river_cl,,,N,1395.8
430730,7000223,other,river_cl,,,N,1395.5
429554,6998631,other,river_cl,Tūrere Stream,Turere Stream,Y,1395.2
86999,6858431,other,river_cl,Kaitoke Stream,Kaitoke Stream,N,1391.9
430044,7641051,other,river_cl,,,N,1385.6
430859,7000349,other,river_cl,,,N,1384.2
429340,7640952,other,river_cl,,,N,1384.0
429289,7640907,other,river_cl,,,N,1382.5
430758,7000253,other,river_cl,,,N,1381.5
430713,6858417,other,river_cl,,,N,1380.4
86495,6858414,other,river_cl,,,N,1379.3
432821,7000393,other,river_cl,,,N,1378.1
429431,6998506,other,river_cl,,,N,1377.0
86467,6858369,other,river_cl,Colletts Stream,Colletts Stream,N,1376.8
430025,7641044,other,river_cl,,,N,1374.4
430112,6858292,other,river_cl,,,N,1371.8
86478,8171035,other,river_cl,,,N,1371.6
430460,7000002,other,river_cl,,,N,1370.2
430089,6999424,other,river_cl,,,N,1370.2
86433,6858306,other,river_cl,,,N,1368.5
429372,7641000,other,river_cl,,,N,1365.1
429678,6858143,other,river_cl,,,N,1364.0
430314,6999859,other,river_cl,,,N,1363.1
86292,7640908,other,river_cl,,,N,1357.9
429337,7640947,other,river_cl,,,N,1357.6
429487,6858119,other,river_cl,,,N,1356.9
429294,7640882,other,river_cl,Oteranga Stream,Oteranga Stream,N,1356.1
429273,7640890,other,river_cl,Karori Stream,Karori Stream,N,1355.9
429664,6998717,other,river_cl,Gollans Stream,Gollans Stream,N,1355.0
430490,7000030,other,river_cl,Blaikie Stream,Blaikie Stream,N,1353.7
429518,6858123,other,river_cl,Wootton Stream,Wootton Stream,N,1352.8
86372,6998845,other,river_cl,,,N,1351.5
430370,6999907,other,river_cl,Narrow Neck Stream,Narrow Neck Stream,N,1349.9
430741,7000209,other,river_cl,,,N,1348.8
430117,6999450,other,river_cl,,,N,1346.9
430689,6858413,other,river_cl,,,N,1345.4
429749,6998802,other,river_cl,,,N,1345.1
429514,6858122,other,river_cl,,,N,1344.6
86300,7640716,other,river_cl,Mākara Stream,Makara Stream,Y,1344.2
86491,6858408,other,river_cl,,,N,1343.2
429314,7640711,other,river_cl,,,N,1341.4
430114,6858293,other,river_cl,,,N,1339.1
429353,7640972,other,river_cl,,,N,1338.8
430522,6999687,other,river_cl,,,N,1337.9
430457,6999998,other,river_cl,,,N,1336.6
429840,6858239,other,river_cl,,,N,1336.4
429491,6998573,other,river_cl,,,N,1334.5
86412,7640742,other,river_cl,,,N,1333.1
443249,7008864,other,river_cl,,,N,1326.8
86471,6858374,other,river_cl,Colletts Stream,Colletts Stream,N,1325.8
430119,6999449,other,river_cl,,,N,1322.1
430492,6999661,other,river_cl,,,N,1322.0
432854,6858441,other,river_cl,,,N,1320.1
430161,6999492,other,river_cl,,,N,1319.3
429598,6858164,other,river_cl,,,N,1318.9
430299,6999632,other,river_cl,,,N,1315.6
429205,7640845,other,river_cl,,,N,1313.0
86496,6858415,other,river_cl,,,N,1311.4
86329,6858120,other,river_cl,,,N,1310.7
429359,7640978,other,river_cl,,,N,1309.0
430753,7000245,other,river_cl,,,N,1308.9
429500,6998588,other,river_cl,,,N,1304.5
429248,7640861,other,river_cl,,,N,1304.0
86436,6858309,other,river_cl,,,N,1301.4
429474,6998556,other,river_cl,,,N,1300.9
430082,7641088,other,river_cl,,,N,1300.8
430539,6858327,other,river_cl,,,N,1300.6
430170,6999500,other,river_cl,,,N,1298.8
430029,7641054,other,river_cl,,,N,1298.3
86297,7640934,other,river_cl,,,N,1294.8
430777,7000268,other,river_cl,,,N,1289.7
429379,7641003,other,river_cl,Kaiwharawhara Stream,Kaiwharawhara Stream,N,1289.3
430406,6999945,other,river_cl,,,N,1289.0
86410,7640740,other,river_cl,,,N,1288.5
429552,6998628,other,river_cl,Catchpool Stream,Catchpool Stream,N,1286.6
430277,6999613,other,river_cl,,,N,1280.1
430041,7641049,other,river_cl,,,N,1279.5
86464,6858365,other,river_cl,,,N,1279.5
430806,7000295,other,river_cl,,,N,1279.5
430784,7000274,other,river_cl,Dopers Creek,Dopers Creek,N,1279.3
86335,6858128,other,river_cl,Browns Stream,Browns Stream,N,1279.0
430066,7641080,other,river_cl,,,N,1279.0
86479,6858326,other,river_cl,,,N,1278.7
86952,6858392,other,river_cl,,,N,1278.5
430273,6999611,other,river_cl,,,N,1278.0
432905,7000468,other,river_cl,,,N,1277.2
86452,6858350,other,river_cl,,,N,1276.8
430250,6999588,other,river_cl,,,N,1275.1
430685,7000179,other,river_cl,,,N,1271.3
88129,6860715,other,river_cl,,,N,1267.8
430782,7000272,other,river_cl,,,N,1265.5
430147,6999472,other,river_cl,,,N,1259.7
430485,7000024,other,river_cl,,,N,1256.3
430348,6858351,other,river_cl,,,N,1251.3
429253,7640872,other,river_cl,,,N,1248.2
429673,6858142,other,river_cl,,,N,1247.9
430687,7000181,other,river_cl,,,N,1247.9
430611,6999779,other,river_cl,,,N,1246.8
86301,7640717,other,river_cl,,,N,1244.2
86419,6858320,other,river_cl,,,N,1243.5
429401,7641028,other,river_cl,,,N,1242.8
86385,6999113,other,river_cl,,,N,1241.1
432649,7000029,other,river_cl,,,N,1240.6
432626,7000089,other,river_cl,,,N,1240.5
430017,7641038,other,river_cl,Mill Creek,Mill Creek,N,1239.8
430866,7000356,other,river_cl,Frances Stream,Frances Stream,N,1239.5
429387,7640969,other,river_cl,,,N,1238.6
429820,6858232,other,river_cl,,,N,1238.5
432892,6858448,other,river_cl,,,N,1236.2
86324,6858115,other,river_cl,Peak Stream,Peak Stream,N,1235.8
429385,7641016,other,river_cl,,,N,1235.0
430808,7000297,other,river_cl,,,N,1231.9
429254,7640873,other,river_cl,,,N,1231.5
430850,7000340,other,river_cl,,,N,1230.8
429494,6998579,other,river_cl,,,N,1229.3
430827,6858427,other,river_cl,,,N,1228.0
430615,6999785,other,river_cl,,,N,1227.4
430126,6999456,other,river_cl,,,N,1225.0
430733,7000227,other,river_cl,,,N,1224.3
432589,7000056,other,river_cl,,,N,1223.4
429837,6999106,other,river_cl,,,N,1223.2
3150,6771322,other,drain_cl,,,N,1222.5
429493,6998577,other,river_cl,,,N,1219.6
86428,6858301,other,river_cl,Korokoro Stream,Korokoro Stream,N,1219.0
430120,6999452,other,river_cl,,,N,1218.9
472748,7214847,other,river_cl,Kerekere Stream,Kerekere Stream,N,1218.8
430612,6999781,other,river_cl,,,N,1218.8
430328,6999869,other,river_cl,,,N,1218.2
86381,6858237,other,river_cl,Big Huia Creek,Big Huia Creek,N,1218.2
429668,6998720,other,river_cl,Gollans Stream,Gollans Stream,N,1215.3
86511,7000347,other,river_cl,,,N,1212.8
86408,7641078,other,river_cl,,,N,1212.8
429296,7640916,other,river_cl,,,N,1212.7
19917,6776588,other,drain_cl,,,N,1211.8
429744,6998794,other,river_cl,,,N,1210.9
430596,6999766,other,river_cl,,,N,1209.1
429951,6858249,other,river_cl,,,N,1208.6
430276,6999612,other,river_cl,,,N,1208.3
86504,6858424,other,river_cl,,,N,1208.2
430011,7640979,other,river_cl,,,N,1206.8
86289,7640886,other,river_cl,,,N,1206.4
430087,7641094,other,river_cl,,,N,1206.2
430109,6999445,other,river_cl,,,N,1204.6
429295,7640911,other,river_cl,,,N,1204.5
437718,7008631,other,river_cl,,,N,1203.3
430223,6999548,other,river_cl,,,N,1200.0
429478,6998560,other,river_cl,Peak Stream,Peak Stream,N,1199.1
430566,6999743,other,river_cl,,,N,1198.7
429400,7641027,other,river_cl,,,N,1198.2
430073,7641081,other,river_cl,Porirua Stream,Porirua Stream,N,1191.8
429245,7640860,other,river_cl,,,N,1189.0
430554,6999727,other,river_cl,,,N,1186.8
429550,6998625,other,river_cl,,,N,1184.8
430785,7000275,other,river_cl,,,N,1184.1
430471,7000008,other,river_cl,,,N,1182.1
432645,7000104,other,river_cl,,,N,1181.4
432637,7000097,other,river_cl,,,N,1179.8
86427,6999478,other,river_cl,,,N,1179.8
430306,6999642,other,river_cl,,,N,1179.3
429207,7640837,other,river_cl,,,N,1178.2
443214,7008818,other,river_cl,,,N,1177.8
429498,6998587,other,river_cl,,,N,1177.7
432951,7000514,other,river_cl,,,N,1174.8
429414,6998490,other,river_cl,,,N,1173.6
429243,7640864,other,river_cl,,,N,1173.4
429674,6998725,other,river_cl,,,N,1173.4
429528,6998612,other,river_cl,,,N,1172.9
429420,6998498,other,river_cl,,,N,1172.4
430090,6999423,other,river_cl,,,N,1171.7
429260,7640707,other,river_cl,,,N,1171.6
429922,6858245,other,river_cl,,,N,1171.1
86283,7640702,other,river_cl,Silver Stream,Silver Stream,N,1170.1
430501,6999673,other,river_cl,Horokiri Stream,Horokiri Stream,N,1169.8
86325,6858117,other,river_cl,Matai Stream,Matai Stream,N,1168.3
430130,6999463,other,river_cl,,,N,1167.6
430380,6858355,other,river_cl,,,N,1167.4
432890,7000457,other,river_cl,,,N,1167.3
430543,6999720,other,river_cl,,,N,1167.1
86998,7000366,other,river_cl,,,N,1165.2
86437,6858310,other,river_cl,,,N,1160.5
429690,6998741,other,river_cl,,,N,1160.4
429305,7640919,other,river_cl,Karori Stream,Karori Stream,N,1158.4
430225,6999550,other,river_cl,,,N,1158.0
430754,6858419,other,river_cl,,,N,1155.8
86507,7000317,other,river_cl,,,N,1155.6
432651,7000110,other,river_cl,,,N,1154.4
430408,6999948,other,river_cl,,,N,1152.1
430505,6999676,other,river_cl,,,N,1152.0
86470,6858373,other,river_cl,,,N,1151.0
430516,6999693,other,river_cl,,,N,1150.9
437774,7008689,other,river_cl,,,N,1150.6
430245,6999579,other,river_cl,,,N,1150.3
86413,7640743,other,river_cl,Ohariu Stream,Ohariu Stream,N,1150.0
432955,7000517,other,river_cl,,,N,1149.1
88127,6860713,other,river_cl,,,N,1145.3
437760,7008677,other,river_cl,Bull Stream,Bull Stream,N,1144.5
429271,7640865,other,river_cl,Waiariki Stream,Waiariki Stream,N,1143.2
468455,7641218,other,river_cl,Oteranga Stream,Oteranga Stream,N,1142.6
469675,6999565,other,river_cl,Duck Creek,Duck Creek,N,1141.9
429501,6998589,other,river_cl,,,N,1141.3
429829,6999100,other,river_cl,Little Huia Creek,Little Huia Creek,N,1140.2
432830,7000401,other,river_cl,,,N,1139.1
429737,6998788,other,river_cl,,,N,1137.2
429211,7640839,other,river_cl,,,N,1136.4
430818,6858426,other,river_cl,,,N,1134.5
470495,7214550,other,river_cl,,,N,1134.0
430034,7641047,other,river_cl,,,N,1133.3
430731,7000224,other,river_cl,,,N,1126.4
430843,7000335,other,river_cl,,,N,1125.2
429324,7641347,other,river_cl,,,N,1124.5
429408,7641034,other,river_cl,,,N,1124.4
430202,6858304,other,river_cl,,,N,1123.8
429405,7641013,other,river_cl,,,N,1123.4
429274,7640891,other,river_cl,Karori Stream,Karori Stream,N,1122.6
430441,6999979,other,river_cl,,,N,1121.7
430430,6999640,other,river_cl,,,N,1121.4
430116,6999442,other,river_cl,,,N,1121.0
430680,6999742,other,river_cl,,,N,1121.0
88131,7008704,other,river_cl,,,N,1120.4
86466,6858367,other,river_cl,,,N,1119.6
430279,6999617,other,river_cl,,,N,1118.6
430346,6999887,other,river_cl,,,N,1117.3
470369,7000208,other,river_cl,,,N,1117.3
86288,7640706,other,river_cl,,,N,1114.6
86429,6858302,other,river_cl,,,N,1114.1
86434,6858307,other,river_cl,,,N,1113.2
430061,7641065,other,river_cl,,,N,1112.7
430644,6999820,other,river_cl,,,N,1112.5
430718,7000200,other,river_cl,,,N,1112.0
430407,6999946,other,river_cl,,,N,1111.7
429244,7640859,other,river_cl,,,N,1110.0
86481,6858332,other,river_cl,,,N,1108.2
429937,6858247,other,river_cl,,,N,1107.1
430349,6999889,other,river_cl,,,N,1106.3
430760,7000254,other,river_cl,,,N,1106.1
429930,6999192,other,river_cl,,,N,1103.4
430755,7000251,other,river_cl,,,N,1102.1
429483,6998564,other,river_cl,,,N,1101.6
429210,7640843,other,river_cl,,,N,1101.6
430266,6999595,other,river_cl,,,N,1100.3
432953,7000516,other,river_cl,,,N,1099.7
430436,6999972,other,river_cl,,,N,1098.6
432893,7000458,other,river_cl,,,N,1098.5
86461,6999957,other,river_cl,,,N,1095.7
430669,6999851,other,river_cl,,,N,1095.3
430697,7000188,other,river_cl,,,N,1092.8
430555,6999734,other,river_cl,,,N,1092.3
86506,7000315,other,river_cl,,,N,1092.0
430679,7000172,other,river_cl,,,N,1091.6
430848,7000339,other,river_cl,,,N,1091.3
430337,6999877,other,river_cl,,,N,1089.4
86421,6858322,other,river_cl,,,N,1089.0
430298,6999634,other,river_cl,,,N,1087.5
430710,7000199,other,river_cl,,,N,1087.5
430012,7640980,other,river_cl,,,N,1086.8
429785,6998832,other,river_cl,,,N,1086.1
430826,6858428,other,river_cl,,,N,1085.9
430122,6999458,other,river_cl,,,N,1083.7
429416,6998492,other,river_cl,,,N,1083.1
472615,8324154,other,river_cl,Remutaka Stream,Remutaka Stream,N,1082.3
430746,7000238,other,river_cl,,,N,1082.1
86401,7640730,other,river_cl,,,N,1081.3
430736,7000230,other,river_cl,,,N,1081.0
430107,6999443,other,river_cl,,,N,1080.9
430247,6999586,other,river_cl,,,N,1080.5
429338,7640948,other,river_cl,,,N,1080.4
430507,6999655,other,river_cl,,,N,1078.8
437759,7008673,other,river_cl,,,N,1078.5
430571,6999745,other,river_cl,,,N,1077.9
429215,7640846,other,river_cl,,,N,1076.5
430759,7000252,other,river_cl,,,N,1076.3
86508,7000318,other,river_cl,,,N,1076.2
430165,6999495,other,river_cl,,,N,1076.0
430728,7000220,other,river_cl,,,N,1075.7
430080,7641087,other,river_cl,,,N,1075.0
470159,6999780,other,river_cl,,,N,1074.7
429479,6998555,other,river_cl,,,N,1074.6
430493,6999662,other,river_cl,,,N,1072.4
429246,7640704,other,river_cl,,,N,1070.7
429834,6998791,other,river_cl,,,N,1070.5
429433,6998516,other,river_cl,,,N,1070.2
86435,6858308,other,river_cl,,,N,1070.0
429286,7640898,other,river_cl,Silver Stream,Silver Stream,N,1069.8
86442,6858316,other,river_cl,,,N,1069.0
430083,7641091,other,river_cl,,,N,1066.8
432652,6858395,other,river_cl,,,N,1064.7
430265,6999602,other,river_cl,,,N,1063.4
430050,7641062,other,river_cl,,,N,1063.1
430860,7000350,other,river_cl,Deadwood Stream,Deadwood Stream,N,1061.3
430726,7000217,other,river_cl,,,N,1060.6
432925,7000491,other,river_cl,,,N,1060.5
432791,7000371,other,river_cl,,,N,1060.4
430115,6999448,other,river_cl,,,N,1060.2
432807,7000386,other,river_cl,,,N,1059.7
86474,7000016,other,river_cl,,,N,1058.7
429931,6858246,other,river_cl,,,N,1058.5
443244,7008861,other,river_cl,,,N,1057.9
430062,7641075,other,river_cl,,,N,1057.7
430540,8171088,other,river_cl,,,N,1057.1
430287,6999624,other,river_cl,,,N,1056.7
430699,7000189,other,river_cl,,,N,1056.4
430752,7000247,other,river_cl,,,N,1055.7
430536,6999716,other,river_cl,,,N,1055.4
430562,6999735,other,river_cl,,,N,1055.4
429733,6998785,other,river_cl,Sledge Track Creek,Sledge Track Creek,N,1054.8
430533,6999713,other,river_cl,,,N,1053.5
430454,6999995,other,river_cl,,,N,1053.4
429209,7640842,other,river_cl,,,N,1053.2
430597,6999768,other,river_cl,,,N,1052.7
429704,6998745,other,river_cl,,,N,1052.6
430045,7641057,other,river_cl,,,N,1050.2
430864,7000354,other,river_cl,Kerekere Stream,Kerekere Stream,N,1050.1
429411,6858098,other,river_cl,,,N,1049.7
430455,6999997,other,river_cl,,,N,1049.2
86392,6858248,other,river_cl,,,N,1048.6
429484,6998565,other,river_cl,,,N,1048.4
430253,6999592,other,river_cl,,,N,1048.4
430837,7000328,other,river_cl,,,N,1047.3
430076,7641092,other,river_cl,,,N,1047.1
429950,6999215,other,river_cl,,,N,1047.0
430173,6999501,other,river_cl,,,N,1046.7
430014,7640982,other,river_cl,,,N,1045.9
430433,6999974,other,river_cl,,,N,1045.9
430417,6858362,other,river_cl,,,N,1045.5
468816,7212396,other,river_cl,,,N,1044.6
430374,6999910,other,river_cl,,,N,1042.9
429752,6998803,other,river_cl,,,N,1042.1
430140,6999650,other,river_cl,,,N,1041.5
429252,7640877,other,river_cl,,,N,1040.9
429847,6999114,other,river_cl,,,N,1040.1
429356,7640975,other,river_cl,,,N,1039.8
432667,7000125,other,river_cl,Remutaka Stream,Remutaka Stream,N,1038.7
86365,6858148,other,river_cl,,,N,1038.7
